5020<>2014/08/21 02:26:00<>SAO06260<>ENTER禊・副管理人<>はやいｗｗｗｗｗ<>337qQ6wK6czCM<>115.177.168.51<>kun<>45813190<><><>1<>
5021<>2014/08/21 02:26:01<>NAD08121<>人参<>お、ENTERさんが・・・<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5022<>2014/08/21 02:26:14<>NAD08121<>人参<>じゃあ観戦でもしますかねｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5023<>2014/08/21 02:38:22<>CEO77882<>佐奈<>次からランデスしてきた人はBL入れます<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5024<>2014/08/21 02:38:37<>NAD08121<>人参<>まじかよw<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5025<>2014/08/21 02:38:42<>SAO06260<>ENTER禊・副管理人<>ちょｗｗｗｗｗｗｗｗ<>337qQ6wK6czCM<>115.177.168.51<>kun<>45813190<><><>1<>
5026<>2014/08/21 02:39:36<>NAD08121<>人参<>これ気づかない人いたら知らない間にBLかｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5027<>2014/08/21 02:40:00<>SAO06260<>ENTER禊・副管理人<>ｗｗｗｗ怖いなｗ　　ちょっと忘れて行ったりとかするとｗ<>337qQ6wK6czCM<>115.177.168.51<>kun<>45813190<><><>1<>
5028<>2014/08/21 02:40:25<>SAO06260<>ENTER禊・副管理人<>下手したらランデスデッキで行ったのにランデスせずに勝負をつけなければ・・ｗ<>337qQ6wK6czCM<>115.177.168.51<>kun<>45813190<><><>1<>
5029<>2014/08/21 02:40:26<>CEO77882<>佐奈<>じゃあエンターさんランデスとか関係なくパラドックスのデッキ作って下さいよ<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5030<>2014/08/21 02:40:35<>NAD08121<>人参<>禁止リストにランデスいれればいいんじゃないかな？<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5031<>2014/08/21 02:40:43<>CEO77882<>佐奈<>それで俺のテンプレサイクリカランデスに勝ってみてよ<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5032<>2014/08/21 02:41:01<>SAO06260<>ENTER禊・副管理人<>えｗｗｗ　俺もともとパラドックスのうまい使い方昔佐奈さんにやられたのしか見たことないんだけどｗ<>337qQ6wK6czCM<>115.177.168.51<>kun<>45813190<><><>1<>
5033<>2014/08/21 02:41:21<>SAO06260<>ENTER禊・副管理人<>パラドックスかー…んー<>337qQ6wK6czCM<>115.177.168.51<>kun<>45813190<><><>1<>
5034<>2014/08/21 02:41:27<>CEO77882<>佐奈<>俺が許せないのはパラドックスに負け確定の試合をさせたこと<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5035<>2014/08/21 02:42:25<>CEO77882<>佐奈<>エンターさんはパラドックスをなんだと思っているんだ（憤怒）<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5036<>2014/08/21 02:42:54<>CEO77882<>佐奈<>ちゃんと扱えるようになってからそういうこと言いな<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5037<>2014/08/21 02:43:08<>NAD08121<>人参<>パラドックスを相当愛してるんだねｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5038<>2014/08/21 02:43:18<>CEO77882<>佐奈<>そりゃそうよｗ可愛いじゃんｗｗ<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5039<>2014/08/21 02:44:13<>NAD08121<>人参<>パラドックス作ってみようかな・・・メインにするには厳しいけど・・・<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5040<>2014/08/21 02:45:21<>CEO77882<>佐奈<>邪魂転生、ブータン両成敗、生魂転霊がおすすめ、トリガーで使いやすい<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5041<>2014/08/21 02:45:42<>NAD08121<>人参<>なるほどね・・・<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5042<>2014/08/21 02:45:59<>CEO77882<>佐奈<>両成敗はデッドリーラブと違って自分の場に何もいなくても除去ができる点が優秀<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5043<>2014/08/21 02:46:04<>NAD08121<>人参<>とりあえずバウンスにさえ気を付ければ何とかなるよね・・・？<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5044<>2014/08/21 02:46:34<>CEO77882<>佐奈<>自壊してアドを稼ぐので場がすぐガラ空きになる<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5045<>2014/08/21 02:46:48<>CEO77882<>佐奈<>バウンスされないようにすればおｋ<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5046<>2014/08/21 02:46:52<>NAD08121<>人参<>ドラゴンゾンビで作ろうと思うんだよね<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5047<>2014/08/21 02:47:12<>NAD08121<>人参<>ドレッドやグールとか使ってさ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5048<>2014/08/21 02:47:22<>CEO77882<>佐奈<>普通にドラゴンゾンビで組んだほうが強いよそれ<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5049<>2014/08/21 02:47:38<>NAD08121<>人参<>そうかなー・・・<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5050<>2014/08/21 02:47:59<>NAD08121<>人参<>でもそれいったらすべて終わってしまうような・・・<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5051<>2014/08/21 02:48:29<>CEO77882<>佐奈<>パラドックスデッキはパラドックスをメインに考えて、それらとシナジーがあるのを入れるのが一番強い、正直そのデッキからパラッドックス抜いても強かったらパラドックスいらないじゃん<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5052<>2014/08/21 02:49:18<>NAD08121<>人参<>なるほどねー・・・しっかり考えないとな…<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5053<>2014/08/21 02:49:30<>CEO77882<>佐奈<>パラドックスの３色+火か光の４色で作るのがいい<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5054<>2014/08/21 02:50:01<>GGO06260<>推進会の会長っTER<>パッ、パラドックスねー…　　　タイム・・・<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5055<>2014/08/21 02:51:03<>NAD08121<>人参<>さすがのENTERさんでも厳しいか？ｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5056<>2014/08/21 02:51:57<>NAD08121<>人参<>じゃあとりあえず複数のパラドックスを用意してみるか<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5057<>2014/08/21 02:54:52<>GGO06260<>推進会の会長っTER<>タイム・パラドックスなんてカードあるんだね<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5058<>2014/08/21 02:55:03<>CEO77882<>佐奈<>個人的にパラドックスをうまく作れる人のデッキビルド力はすごいと思う<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5059<>2014/08/21 02:56:04<>NAD08121<>人参<>ENTERさんもうかんせいしたのか・・・<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5060<>2014/08/21 02:56:15<>GGO06260<>推進会の会長っTER<>試作品<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5061<>2014/08/21 02:56:33<>GGO06260<>推進会の会長っTER<>まずどのようなパラドックスの使い方があるのか<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5062<>2014/08/21 02:56:51<>NAD08121<>人参<>デッキづくりはしょぼいから参考にさせてもらおう…<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5063<>2014/08/21 02:58:51<>GGO06260<>推進会の会長っTER<>どゆことｗ　試作品だってｗ<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5064<>2014/08/21 03:09:54<>NAD08121<>人参<>これは強い・・・のか？<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5065<>2014/08/21 03:10:33<>GGO06260<>推進会の会長っTER<>コントロールせずにビートしたぜ☆<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5066<>2014/08/21 03:11:26<>NAD08121<>人参<>シノビとパラドックス中心かな？見た限りだと<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5067<>2014/08/21 03:12:29<>GGO06260<>推進会の会長っTER<>せーやね、パラドックス１体目の時に魔道凶獣バラムゲイナー落としといて２体目以降はデメリットなしでコス4Ｗブレイカー量産<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5068<>2014/08/21 03:13:30<>GGO06260<>推進会の会長っTER<>ちゃんと扱えるってどんくらいのレベルまでだろうか<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5069<>2014/08/21 03:14:16<>NAD08121<>人参<>コントロールとかに勝てればいいんじゃないかな？<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5070<>2014/08/21 03:15:23<>GGO06260<>推進会の会長っTER<>チビケンさんも言ってたけどビーと強いわー<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5071<>2014/08/21 03:16:05<>NAD08121<>人参<>ビートは相手に主導権とられる前に決まれば強いよねｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5072<>2014/08/21 03:17:03<>NAD08121<>人参<>自分もバラムつもうかな<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5073<>2014/08/21 03:22:19<>GGO06260<>推進会の会長っTER<>人参さーん<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5074<>2014/08/21 03:22:36<>NAD08121<>人参<>おいｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5075<>2014/08/21 03:22:43<>GGO06260<>推進会の会長っTER<>丸投げ^ｐ^<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5076<>2014/08/21 03:22:59<>GGO06260<>推進会の会長っTER<>ぜったい７時とか起きられねぇよｗｗｗｗ<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5077<>2014/08/21 03:23:12<>NAD08121<>人参<>厳しいってｗメインはつらすぎw<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5078<>2014/08/21 03:24:41<>GGO06260<>推進会の会長っTER<>えぇーｗ　とりまデッキ移そうぜｗｗ<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5079<>2014/08/21 03:26:03<>NAD08121<>人参<>ちょっと待ってｗ蚊がやばいｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5080<>2014/08/21 03:26:54<>CEO77882<>佐奈<>昔パラドックスのフィニッシャーとして使ってたやつの名前が出てこないｗ<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5081<>2014/08/21 03:27:06<>NAD08121<>人参<>よしオッケー…２か所やられたが…<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5082<>2014/08/21 03:28:28<>GGO06260<>推進会の会長っTER<>＾ｐ＾　俺の部屋をなんか一匹徘徊してるんだけどなかなか仕留められない　侵入してきたの今年は初めてか<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5083<>2014/08/21 03:28:38<>GGO06260<>推進会の会長っTER<>クロカゲ入れたいよぉおおおお<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5084<>2014/08/21 03:29:04<>NAD08121<>人参<>いれればいいだろｗ<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5085<>2014/08/21 03:29:04<>CEO77882<>佐奈<>あ、バイオレンスサンダーだ<>saPB38cIBcA4M<>119.238.107.56<>handess<>53600023<><><>1<>
5086<>2014/08/21 03:29:06<>GGO06260<>推進会の会長っTER<>にんじんさん枠あいてる？<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5087<>2014/08/21 03:29:19<>NAD08121<>人参<>あいてるよー<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5088<>2014/08/21 03:29:23<>GGO06260<>推進会の会長っTER<>バイオレンスｗｗｗすごいの使ってるなｗ<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5089<>2014/08/21 03:29:31<>GGO06260<>推進会の会長っTER<>お、上から何番目ー？<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>45813190<><><>1<>
5090<>2014/08/21 03:29:46<>NAD08121<>人参<>２番目だね<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5091<>2014/08/21 03:30:17<>NAD08121<>人参<>なんかサンダーの発想で考えればいけそうな気がしてきた・・・<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
5092<>2014/08/21 03:30:42<>GGO06260<>推進会の会長っTER<>ok<>337qQ6wK6czCM<>115.177.168.51<>kaicho<>70322372<><><>1<>
5093<>2014/08/21 03:31:05<>NAD08121<>人参<>おおｗありがとー<>ni8IJwa5gN4Oo<>27.132.4.248<>allzero<>09792398<><><>1<>
